,Country Name,Country Code,Indicator Name,Indicator Code,1962,1967,1972,1977,1982,1987,1992,1997,2002,2007,2012,2017
132,Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,-1594811.0,-2147249.0,-2614761.0,-3479274.0,-3493972.0,-4016511.0,-4288871.0,-4671401.0,-5318859.0,-3784759.0,-2796189.0,-2606469.0
133,Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,-1005498.0,-1203458.0,-4400298.0,-3897388.0,-6102508.0,-3733535.0,871361.0,-4294643.0,-4393268.0,-9561841.0,-7624642.0,-4861511.0
134,Low income,LIC,Net migration,SM.POP.NETM,-454020.0,-214831.0,-1625547.0,-2606900.0,-5234756.0,-3302410.0,1280175.0,-2571989.0,-678717.0,-2632479.0,-7574410.0,-4052273.0
135,Liechtenstein,LIE,Net migration,SM.POP.NETM,,,,,,,,,,,,
136,Sri Lanka,LKA,Net migration,SM.POP.NETM,-47500.0,-38500.0,-145000.0,-237500.0,-398693.0,-137440.0,-255780.0,-461684.0,-449480.0,-520065.0,-484772.0,-489932.0
137,Lower middle income,LMC,Net migration,SM.POP.NETM,-827911.0,-2603730.0,-2626935.0,-2158820.0,-1493460.0,-2814621.0,-5667870.0,-7028307.0,-12896960.0,-15520933.0,-13606015.0,-10239143.0
138,Low & middle income,LMY,Net migration,SM.POP.NETM,-3927224.0,-4221607.0,-7162517.0,-7264498.0,-6535671.0,-8349528.0,-10296679.0,-13482497.0,-18256319.0,-22561890.0,-17919477.0,-15853831.0
139,Lesotho,LSO,Net migration,SM.POP.NETM,-24999.0,-22399.0,-24048.0,-6538.0,-25760.0,-40195.0,-7839.0,-37212.0,-161218.0,-92476.0,-47704.0,-50234.0
140,Late-demographic dividend,LTE,Net migration,SM.POP.NETM,-2767349.0,-2127314.0,-2654279.0,-1908587.0,-1538143.0,-1940531.0,-4275005.0,-1735738.0,-1088551.0,2231391.0,1351680.0,-379189.0
141,Lithuania,LTU,Net migration,SM.POP.NETM,24715.0,26314.0,37782.0,38815.0,43804.0,36863.0,-100301.0,-93925.0,-99104.0,-150930.0,-146217.0,-163902.0
142,Luxembourg,LUX,Net migration,SM.POP.NETM,8527.0,5918.0,15284.0,11846.0,2552.0,12831.0,20040.0,19940.0,14473.0,42279.0,48704.0,48704.0
143,Latvia,LVA,Net migration,SM.POP.NETM,79651.0,70780.0,54668.0,36327.0,30762.0,41910.0,-116474.0,-46601.0,-72490.0,-86594.0,-83325.0,-74186.0
144,"Macao SAR, China",MAC,Net migration,SM.POP.NETM,19062.0,33602.0,-10972.0,-10034.0,25146.0,33466.0,21845.0,27864.0,46284.0,42381.0,42350.0,25000.0
145,St. Martin (French part),MAF,Net migration,SM.POP.NETM,,,,,,,,,,,,
146,Morocco,MAR,Net migration,SM.POP.NETM,-239800.0,-474734.0,-508947.0,-309839.0,-320659.0,-430184.0,-466627.0,-532581.0,-654821.0,-565140.0,-367108.0,-257096.0
147,Monaco,MCO,Net migration,SM.POP.NETM,,,,,,,,,,,,
148,Moldova,MDA,Net migration,SM.POP.NETM,100890.0,74449.0,55824.0,-26414.0,-9185.0,-84531.0,-131953.0,-165309.0,-12079.0,-47911.0,-7020.0,-6935.0
149,Madagascar,MDG,Net migration,SM.POP.NETM,0.0,-8000.0,-19000.0,-30000.0,-10000.0,-10000.0,-9500.0,-8500.0,-7500.0,-7500.0,-7500.0,-7500.0
150,Maldives,MDV,Net migration,SM.POP.NETM,-581.0,-2904.0,2415.0,0.0,0.0,-2605.0,-3072.0,-1100.0,17392.0,17994.0,58358.0,56851.0
151,Middle East & North Africa,MEA,Net migration,SM.POP.NETM,-298221.0,-717185.0,-695574.0,129603.0,2765924.0,1306492.0,-477233.0,-1053445.0,809325.0,4645191.0,336434.0,-1194318.0
152,Mexico,MEX,Net migration,SM.POP.NETM,-409085.0,-616085.0,-920380.0,-1253817.0,-1273198.0,-1835537.0,-2018533.0,-2296470.0,-2206114.0,-562404.0,-422477.0,-300000.0
153,Marshall Islands,MHL,Net migration,SM.POP.NETM,,,,,,,,,,,,
154,Middle income,MIC,Net migration,SM.POP.NETM,-3473204.0,-4006776.0,-5536970.0,-4657598.0,-1300915.0,-5047118.0,-11576854.0,-10910508.0,-17577602.0,-19929411.0,-10345067.0,-11801558.0
155,North Macedonia,MKD,Net migration,SM.POP.NETM,-40940.0,-28981.0,-61002.0,-14749.0,-72752.0,-98818.0,-100107.0,-4999.0,-14572.0,-7399.0,-8853.0,-4999.0
156,Mali,MLI,Net migration,SM.POP.NETM,-70243.0,-98235.0,-95585.0,-174998.0,-218064.0,-493982.0,-173489.0,-141950.0,-67110.0,-100823.0,-302449.0,-200000.0
157,Malta,MLT,Net migration,SM.POP.NETM,-11710.0,-12601.0,-9682.0,-4843.0,2553.0,1159.0,1630.0,6378.0,5611.0,5737.0,15505.0,4501.0
158,Myanmar,MMR,Net migration,SM.POP.NETM,0.0,0.0,0.0,0.0,-54656.0,-200000.0,-713704.0,-537998.0,-1208092.0,-1336928.0,-528211.0,-816564.0
159,Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,-799076.0,-1172482.0,-1770374.0,-1384107.0,890908.0,65099.0,-633594.0,-1570865.0,-1647749.0,-2232812.0,-3804006.0,-3197316.0
160,Montenegro,MNE,Net migration,SM.POP.NETM,-2001.0,-53773.0,-2001.0,-7401.0,-2001.0,-29965.0,-20249.0,-21588.0,-7999.0,-683.0,-3112.0,-2400.0
161,Mongolia,MNG,Net migration,SM.POP.NETM,0.0,0.0,0.0,0.0,0.0,0.0,-88432.0,-52463.0,-15001.0,-10998.0,-4262.0,-4262.0
162,Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,,,,,,,,,,,,
163,Mozambique,MOZ,Net migration,SM.POP.NETM,-23500.0,-23500.0,-23500.0,87373.0,-376378.0,-1336060.0,642368.0,-50000.0,30004.0,-40000.0,-25000.0,-25000.0
164,Mauritania,MRT,Net migration,SM.POP.NETM,-1820.0,-2760.0,-5950.0,-9700.0,-16100.0,-39998.0,-44622.0,-44003.0,-10004.0,10001.0,25002.0,25002.0
165,Mauritius,MUS,Net migration,SM.POP.NETM,-30869.0,-29156.0,-20463.0,-20617.0,-21632.0,-35977.0,-5611.0,-8858.0,-19372.0,-12079.0,-12079.0,0.0
166,Malawi,MWI,Net migration,SM.POP.NETM,0.0,0.0,-15002.0,13999.0,0.0,877076.0,-861893.0,-59163.0,-59163.0,-59163.0,-80263.0,-80263.0
167,Malaysia,MYS,Net migration,SM.POP.NETM,-58601.0,-139279.0,-135303.0,-5443.0,-77285.0,425455.0,292354.0,516689.0,671473.0,761878.0,249999.0,249999.0
168,North America,NAC,Net migration,SM.POP.NETM,2014419.0,2167171.0,3647450.0,4191514.0,3756399.0,4226070.0,5154309.0,9643489.0,6386906.0,6755187.0,6203132.0,5984188.0
169,Namibia,NAM,Net migration,SM.POP.NETM,0.0,-1078.0,-2696.0,-44298.0,-29069.0,38106.0,-17280.0,-21174.0,-941.0,8713.0,-37034.0,-24030.0
170,New Caledonia,NCL,Net migration,SM.POP.NETM,3347.0,1406.0,8190.0,30.0,-3292.0,-488.0,6328.0,7075.0,4000.0,1705.0,3003.0,2510.0
171,Niger,NER,Net migration,SM.POP.NETM,-11545.0,-11545.0,-13763.0,-18138.0,-92946.0,-77917.0,-2679.0,-9944.0,-9497.0,-20001.0,18911.0,20001.0
172,Nigeria,NGA,Net migration,SM.POP.NETM,1021.0,-43347.0,-38526.0,820713.0,-677063.0,-91407.0,-95769.0,-95027.0,-170000.0,-300000.0,-300000.0,-300000.0
173,Nicaragua,NIC,Net migration,SM.POP.NETM,-14020.0,-19010.0,-37980.0,-58030.0,-110020.0,-150030.0,-120040.0,-145020.0,-174010.0,-155010.0,-135020.0,-106360.0
174,Netherlands,NLD,Net migration,SM.POP.NETM,11589.0,54636.0,186745.0,145804.0,71525.0,139748.0,186409.0,178553.0,146020.0,65713.0,62687.0,80000.0
175,Norway,NOR,Net migration,SM.POP.NETM,-2274.0,4178.0,15870.0,20728.0,24805.0,38715.0,46903.0,58773.0,67400.0,163433.0,221814.0,140000.0
176,Nepal,NPL,Net migration,SM.POP.NETM,-70000.0,-21075.0,-5799.0,-41002.0,-101147.0,-216407.0,76064.0,-464703.0,-772525.0,-971580.0,-2040239.0,208549.0
177,Nauru,NRU,Net migration,SM.POP.NETM,,,,,,,,,,,,
178,New Zealand,NZL,Net migration,SM.POP.NETM,54391.0,-2624.0,76678.0,-74794.0,-2908.0,-9418.0,118016.0,42584.0,134629.0,62413.0,90895.0,74403.0
179,OECD members,OED,Net migration,SM.POP.NETM,2777138.0,2528136.0,4999706.0,3928760.0,2999967.0,4729279.0,8503285.0,10845290.0,13619817.0,15004630.0,14992530.0,16409707.0
180,Oman,OMN,Net migration,SM.POP.NETM,-10000.0,-5000.0,25470.0,76409.0,81500.0,11169.0,104700.0,-193372.0,15000.0,267000.0,885782.0,437000.0
181,Other small states,OSS,Net migration,SM.POP.NETM,-85621.0,-36325.0,-32306.0,-24524.0,59141.0,192078.0,-241409.0,-40858.0,216576.0,1177812.0,633531.0,470312.0
182,Pakistan,PAK,Net migration,SM.POP.NETM,-93268.0,-209978.0,-138106.0,672203.0,1387118.0,139790.0,-1023387.0,470909.0,-650182.0,-339805.0,-1079167.0,-1166895.0
183,Panama,PAN,Net migration,SM.POP.NETM,-11928.0,-12692.0,-12288.0,-14077.0,-12704.0,-9395.0,1954.0,9797.0,16119.0,22244.0,28105.0,56000.0
184,Peru,PER,Net migration,SM.POP.NETM,-29300.0,-48900.0,-82600.0,-94100.0,-175500.0,-280600.0,-354600.0,-255800.0,-909782.0,-1202758.0,-624809.0,495345.0
185,Philippines,PHL,Net migration,SM.POP.NETM,-218063.0,-470430.0,-375090.0,-476561.0,-292444.0,-314676.0,-698877.0,-949346.0,-1244356.0,-1548077.0,-834619.0,-335758.0
186,Palau,PLW,Net migration,SM.POP.NETM,,,,,,,,,,,,
187,Papua New Guinea,PNG,Net migration,SM.POP.NETM,5860.0,9476.0,-6419.0,-8646.0,10704.0,4723.0,-21116.0,-26081.0,-84417.0,38578.0,-3999.0,-3999.0
188,Poland,POL,Net migration,SM.POP.NETM,-62544.0,-143114.0,-170903.0,-106595.0,-119193.0,-304973.0,-159999.0,-85199.0,-183471.0,-178456.0,-320806.0,-146976.0
189,Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,-288106.0,-322566.0,-458682.0,917736.0,-5416165.0,-4079710.0,1892869.0,-3496049.0,-740394.0,-4795429.0,-1626190.0,-2213380.0
190,Puerto Rico,PRI,Net migration,SM.POP.NETM,-91587.0,-134255.0,-41031.0,-19579.0,-48420.0,-55192.0,-296.0,-30450.0,-145704.0,-138043.0,-242701.0,-489932.0
191,"Korea, Dem. Peopleâ€™s Rep.",PRK,Net migration,SM.POP.NETM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13932.0,-17190.0,-24681.0,-27013.0,-27013.0
192,Portugal,PRT,Net migration,SM.POP.NETM,-545329.0,-697165.0,108187.0,198629.0,-66894.0,-147873.0,149122.0,173604.0,178353.0,92133.0,-140000.0,-30001.0
193,Paraguay,PRY,Net migration,SM.POP.NETM,-70930.0,-66170.0,-59110.0,-46560.0,-21310.0,-17340.0,-31180.0,-44090.0,-47150.0,-117900.0,-87130.0,-82780.0
194,West Bank and Gaza,PSE,Net migration,SM.POP.NETM,-77646.0,-281841.0,-32255.0,-83697.0,-61453.0,-39345.0,35005.0,69998.0,-190001.0,-103670.0,-157065.0,-52816.0
195,Pacific island small states,PSS,Net migration,SM.POP.NETM,-5058.0,-24203.0,-44991.0,-54097.0,-53736.0,-111994.0,-72508.0,-92527.0,-107315.0,-76641.0,-90466.0,-63416.0
196,Post-demographic dividend,PST,Net migration,SM.POP.NETM,3690159.0,3994590.0,6548071.0,6161566.0,5306758.0,7381111.0,10019730.0,12996283.0,15815417.0,16311822.0,14432469.0,13892345.0
197,French Polynesia,PYF,Net migration,SM.POP.NETM,3190.0,3344.0,5001.0,4674.0,3650.0,-359.0,-3424.0,3483.0,77.0,-9019.0,-8016.0,-5000.0
198,Qatar,QAT,Net migration,SM.POP.NETM,16393.0,21061.0,34368.0,28387.0,102097.0,57517.0,-10132.0,29506.0,213916.0,914602.0,604852.0,200000.0
199,Romania,ROU,Net migration,SM.POP.NETM,-2001.0,-2001.0,-2001.0,-99999.0,-200000.0,-200000.0,-520001.0,-580778.0,-468204.0,-774651.0,-300001.0,-369997.0
200,Russian Federation,RUS,Net migration,SM.POP.NETM,-1387844.0,-549722.0,-296861.0,614394.0,1100559.0,890253.0,2490121.0,2374657.0,1778101.0,2326672.0,1800600.0,912279.0
201,Rwanda,RWA,Net migration,SM.POP.NETM,-140001.0,20000.0,-20000.0,-20000.0,-50002.0,29999.0,-1374270.0,1244966.0,-72601.0,-79767.0,-108094.0,-44998.0
202,South Asia,SAS,Net migration,SM.POP.NETM,-454118.0,-787125.0,-1235735.0,-776350.0,-2671138.0,-1914631.0,444901.0,-2726443.0,-4485954.0,-8781410.0,-7680665.0,-6215366.0
203,Saudi Arabia,SAU,Net migration,SM.POP.NETM,125989.0,187007.0,483318.0,788719.0,1383529.0,716825.0,-110000.0,-350000.0,747996.0,1073093.0,1722804.0,674895.0
204,Sudan,SDN,Net migration,SM.POP.NETM,0.0,0.0,20002.0,180000.0,219998.0,150000.0,645810.0,-602679.0,-546005.0,-982687.0,-538145.0,-250001.0
205,Senegal,SEN,Net migration,SM.POP.NETM,50002.0,86522.0,65586.0,-134783.0,-85108.0,-60291.0,-77004.0,-227553.0,-202487.0,-218014.0,-214002.0,-100001.0
206,Singapore,SGP,Net migration,SM.POP.NETM,428.0,-365.0,5881.0,14273.0,137812.0,119802.0,297845.0,321578.0,92772.0,721338.0,317028.0,135142.0
207,Solomon Islands,SLB,Net migration,SM.POP.NETM,2359.0,1461.0,431.0,-2416.0,-3420.0,-8504.0,-6682.0,-5285.0,-8445.0,-14256.0,-7998.0,-7998.0
208,Sierra Leone,SLE,Net migration,SM.POP.NETM,0.0,0.0,0.0,0.0,0.0,62745.0,-450000.0,-150000.0,500000.0,60000.0,-21000.0,-21000.0
209,El Salvador,SLV,Net migration,SM.POP.NETM,-24031.0,-44306.0,-90977.0,-164230.0,-231749.0,-256685.0,-265152.0,-326853.0,-312786.0,-285671.0,-240415.0,-202694.0
210,San Marino,SMR,Net migration,SM.POP.NETM,,,,,,,,,,,,
211,Somalia,SOM,Net migration,SM.POP.NETM,-1328.0,1910.0,0.0,1796103.0,-454532.0,-410787.0,-822004.0,0.0,0.0,-199997.0,-233405.0,-200002.0
212,Serbia,SRB,Net migration,SM.POP.NETM,-88140.0,-89744.0,-20651.0,7680.0,-10360.0,-27488.0,178348.0,-495902.0,-276331.0,-119556.0,29559.0,20000.0
213,Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,-365058.0,-452576.0,-544175.0,-567688.0,-1485109.0,-1166784.0,-438242.0,-1504668.0,-1473316.0,-2285319.0,-3000685.0,-1813121.0
214,South Sudan,SSD,Net migration,SM.POP.NETM,0.0,0.0,25000.0,60000.0,150000.0,-416233.0,-1097076.0,300000.0,432000.0,846611.0,-100000.0,-870998.0
215,Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,-396911.0,-482842.0,-564470.0,-588604.0,-1509927.0,-1207957.0,-443350.0,-1513781.0,-1490054.0,-2300123.0,-3013764.0,-1814121.0
216,Small states,SST,Net migration,SM.POP.NETM,-353511.0,-359138.0,-361987.0,-349694.0,-260709.0,-261803.0,-550317.0,-363504.0,-67522.0,958718.0,451614.0,319841.0
217,Sao Tome and Principe,STP,Net migration,SM.POP.NETM,-9152.0,-744.0,-2509.0,-1221.0,-5999.0,-2190.0,-5599.0,-9551.0,-8400.0,-3391.0,-8400.0,-8401.0
218,Suriname,SUR,Net migration,SM.POP.NETM,-11050.0,-13862.0,-56820.0,-40352.0,-31771.0,-4845.0,-5195.0,-10189.0,-9124.0,-6485.0,-5000.0,-4999.0
219,Slovak Republic,SVK,Net migration,SM.POP.NETM,-26427.0,-57838.0,-15254.0,-9696.0,-34777.0,-35312.0,-15108.0,-2964.0,1199.0,-8855.0,11346.0,7423.0
220,Slovenia,SVN,Net migration,SM.POP.NETM,-22059.0,-14950.0,17942.0,34686.0,68363.0,32609.0,-17461.0,1487.0,14998.0,39348.0,16571.0,9999.0
221,Sweden,SWE,Net migration,SM.POP.NETM,80351.0,130980.0,18798.0,88567.0,29799.0,134569.0,156460.0,58470.0,141723.0,262453.0,253958.0,200000.0
222,Eswatini,SWZ,Net migration,SM.POP.NETM,-12011.0,-3966.0,-11426.0,-10100.0,-9310.0,-2218.0,-23252.0,-25847.0,-47814.0,-38219.0,-41764.0,-41764.0
223,Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,,,,,,,,,,,,
224,Seychelles,SYC,Net migration,SM.POP.NETM,-984.0,-1110.0,168.0,-299.0,-3186.0,-5196.0,503.0,-255.0,2634.0,-2725.0,-1000.0,-1000.0
225,Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,-16000.0,-16000.0,-81501.0,-161672.0,-87001.0,-146501.0,-70000.0,-130000.0,-379910.0,370000.0,-5386986.0,-2136954.0
226,Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,,,,,,,,,,,,
227,Chad,TCD,Net migration,SM.POP.NETM,-5000.0,-40950.0,-49050.0,-175500.0,-131245.0,1418.0,-10374.0,69444.0,218966.0,75000.0,100000.0,10000.0
228,East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,-951548.0,-476764.0,-888388.0,-1119832.0,-303942.0,-272668.0,-2770604.0,-960390.0,-5591320.0,-6869538.0,-3741241.0,-3763991.0
229,Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,-146288.0,222987.0,-691999.0,-420808.0,-41405.0,-1772394.0,-3486794.0,-2968741.0,-581069.0,400617.0,2395271.0,1324001.0
230,Togo,TGO,Net migration,SM.POP.NETM,-77885.0,138923.0,-49999.0,-100000.0,50001.0,-20000.0,-116499.0,80000.0,-33000.0,-10598.0,-9994.0,-9999.0
231,Thailand,THA,Net migration,SM.POP.NETM,0.0,0.0,395572.0,287226.0,339923.0,504404.0,-607538.0,715832.0,373746.0,59008.0,167314.0,97222.0
232,Tajikistan,TJK,Net migration,SM.POP.NETM,53337.0,65780.0,28033.0,22800.0,12417.0,-31508.0,-232301.0,-237255.0,-144939.0,-145788.0,-136974.0,-99999.0
233,Turkmenistan,TKM,Net migration,SM.POP.NETM,26783.0,28147.0,25346.0,-5070.0,-35795.0,-39702.0,43633.0,-64674.0,-125883.0,-62717.0,-50002.0,-25001.0
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,-1293289.0,-1759267.0,-2378615.0,-3280368.0,-3154465.0,-3853301.0,-4160937.0,-4487381.0,-5031136.0,-3429658.0,-2481659.0,-2050462.0
235,Timor-Leste,TLS,Net migration,SM.POP.NETM,0.0,0.0,0.0,-51400.0,0.0,0.0,0.0,-81574.0,-27870.0,-38074.0,-28030.0,-26924.0
236,Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,-721430.0,-890641.0,-1738119.0,-1300410.0,952361.0,104444.0,-668599.0,-1640863.0,-1457748.0,-2129142.0,-3646941.0,-3144500.0
237,Tonga,TON,Net migration,SM.POP.NETM,424.0,-2881.0,-7485.0,-7815.0,-12375.0,-10786.0,-10980.0,-8435.0,-7835.0,-7761.0,-12992.0,-3999.0
238,South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,-454118.0,-787125.0,-1235735.0,-776350.0,-2671138.0,-1914631.0,444901.0,-2726443.0,-4485954.0,-8781410.0,-7680665.0,-6215366.0
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,-396911.0,-482842.0,-564470.0,-588604.0,-1509927.0,-1207957.0,-443350.0,-1513781.0,-1490054.0,-2300123.0,-3013764.0,-1814121.0
240,Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,-56797.0,-61309.0,-28896.0,-29937.0,-33669.0,-45387.0,-32813.0,-34262.0,-17490.0,-18605.0,-3999.0,-3999.0
241,Tunisia,TUN,Net migration,SM.POP.NETM,-142495.0,-96523.0,-97065.0,-72068.0,85582.0,48999.0,140341.0,-39804.0,-143045.0,-40641.0,-150000.0,-20000.0
242,Turkey,TUR,Net migration,SM.POP.NETM,-149999.0,-180001.0,-240000.0,-259998.0,-70001.0,-100001.0,-120000.0,-99999.0,-39998.0,-50000.0,1763078.0,1419610.0
243,Tuvalu,TUV,Net migration,SM.POP.NETM,,,,,,,,,,,,
244,Tanzania,TZA,Net migration,SM.POP.NETM,25040.0,36058.0,120202.0,-25040.0,35062.0,68117.0,584095.0,-400706.0,-300523.0,-500853.0,-250435.0,-200381.0
245,Uganda,UGA,Net migration,SM.POP.NETM,124999.0,50004.0,-276112.0,-179999.0,-120001.0,200002.0,109998.0,-180002.0,-250002.0,-500000.0,-299994.0,843469.0
246,Ukraine,UKR,Net migration,SM.POP.NETM,455769.0,268767.0,206203.0,104383.0,189092.0,0.0,74421.0,-462264.0,-165445.0,269541.0,132154.0,50001.0
247,Upper middle income,UMC,Net migration,SM.POP.NETM,-2645293.0,-1403046.0,-2910035.0,-2498778.0,192545.0,-2232497.0,-5908984.0,-3882201.0,-4680642.0,-4408478.0,3260948.0,-1562415.0
248,Uruguay,URY,Net migration,SM.POP.NETM,-6000.0,-34000.0,-136000.0,-60000.0,-30000.0,-30000.0,-20000.0,-26000.0,-104000.0,-50000.0,-30000.0,-15000.0
249,United States,USA,Net migration,SM.POP.NETM,1835728.0,1556054.0,2889346.0,3770881.0,3382460.0,3366853.0,4463754.0,8859954.0,5334893.0,5428756.0,4961716.0,4774029.0
250,Uzbekistan,UZB,Net migration,SM.POP.NETM,161627.0,446173.0,70667.0,72079.0,-185170.0,-356031.0,-322777.0,-242636.0,-242297.0,-140130.0,-66469.0,-44314.0
251,St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,-9356.0,-9706.0,-8448.0,-7246.0,-7350.0,-7183.0,-8721.0,-7971.0,-5298.0,-5696.0,-2934.0,-1000.0
252,"Venezuela, RB",VEN,Net migration,SM.POP.NETM,18870.0,3160.0,940.0,1120.0,1380.0,920.0,-2270.0,-4540.0,-22740.0,-200220.0,-431040.0,-3266243.0
253,British Virgin Islands,VGB,Net migration,SM.POP.NETM,,,,,,,,,,,,
254,Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,10270.0,3245.0,9407.0,1961.0,-3492.0,-11156.0,-4618.0,-3936.0,-5272.0,-6267.0,-4501.0,-2254.0
255,Vietnam,VNM,Net migration,SM.POP.NETM,0.0,0.0,0.0,-858895.0,-327564.0,-332327.0,-394236.0,-216001.0,-650999.0,-799969.0,-399999.0,-399999.0
256,Vanuatu,VUT,Net migration,SM.POP.NETM,-652.0,-1213.0,776.0,-435.0,-4003.0,-3616.0,-948.0,-7385.0,-2574.0,-3275.0,1785.0,600.0
257,World,WLD,Net migration,SM.POP.NETM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Samoa,WSM,Net migration,SM.POP.NETM,-3402.0,-6803.0,-14914.0,-18979.0,-18695.0,-19526.0,-13998.0,-17141.0,-15641.0,-15085.0,-12189.0,-14013.0
259,Kosovo,XKX,Net migration,SM.POP.NETM,,,,,,,,,,,,
260,"Yemen, Rep.",YEM,Net migration,SM.POP.NETM,-100000.0,-245662.0,-360993.0,-75000.0,-50000.0,-50000.0,607781.0,-100000.0,-112150.0,-65768.0,-75010.0,-150000.0
261,South Africa,ZAF,Net migration,SM.POP.NETM,106550.0,199359.0,222659.0,73316.0,180998.0,-118001.0,852860.0,639902.0,788982.0,862221.0,919697.0,727026.0
262,Zambia,ZMB,Net migration,SM.POP.NETM,-35328.0,-22042.0,-20000.0,-25000.0,10000.0,-75000.0,-150000.0,20000.0,-150000.0,-175000.0,-50000.0,-40000.0
263,Zimbabwe,ZWE,Net migration,SM.POP.NETM,-15009.0,-42001.0,-45547.0,-152283.0,99068.0,84354.0,-298236.0,-524671.0,-697817.0,-512676.0,-622997.0,-584288.0
